Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Singapore,Asia-Pacific,NUS,Bachelor,Computer Science,2017,82.4,86.3,72500,Technology,Cloud Architect,Cloud Computing,Java,React,77,17.8,69,2017
Sweden,Europe,KTH Royal Institute of Technology,Bachelor,Natural Sciences,2025,89.4,91.5,53400,Research/Academia,Biologist,Experimental Design,Statistical Analysis,Scientific Writing,48,90.0,62,2025
India,Asia-Pacific,IIT Delhi,Bachelor,Business & Finance,2022,83.5,89.0,18200,Finance/Consulting,Investment Banker,Excel,Market Research,Data Analysis,58,47.2,83,2022
Australia,Asia-Pacific,University of Melbourne,Master,Business & Finance,2022,80.8,89.4,90800,Finance/Consulting,Management Consultant,Financial Modeling,Market Research,Strategic Planning,53,44.7,59,2022
USA,North America,Georgia Tech,PhD,Healthcare & Medicine,2021,94.2,98.7,131100,Healthcare,Pharmacist,Diagnostics,Medical Coding,Clinical Research,65,37.5,91,2021
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Business & Finance,2023,88.6,94.3,95700,Finance/Consulting,Investment Banker,Strategic Planning,Financial Modeling,Market Research,70,75.7,76,2023
Singapore,Asia-Pacific,NUS,PhD,Social Sciences,2017,89.6,95.0,78600,Government/NGO,Human Resources Specialist,Public Policy,Data Analysis,Qualitative Research,61,9.6,91,2017
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Data Science & AI,2021,99.0,100.0,76700,Technology/Consulting,AI Consultant,Data Visualization,R,Machine Learning,67,51.3,59,2021
Canada,North America,University of Toronto,PhD,Social Sciences,2021,79.7,83.8,80100,Government/NGO,Sociologist,Communication,Qualitative Research,Public Policy,43,45.5,40,2021
USA,North America,Harvard,Master,Social Sciences,2025,85.1,91.6,70600,Government/NGO,Sociologist,Data Analysis,Public Policy,Communication,74,80.3,69,2025
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Social Sciences,2025,74.2,82.2,56500,Government/NGO,Sociologist,Public Policy,Communication,Qualitative Research,78,87.8,70,2025
Canada,North America,McGill University,Bachelor,Engineering,2020,69.8,74.3,60700,Manufacturing/Construction,Civil Engineer,SolidWorks,Project Management,AutoCAD,53,30.0,65,2020
UK,Europe,Imperial College London,Bachelor,Healthcare & Medicine,2023,93.2,97.1,78700,Healthcare,Biomedical Researcher,Clinical Research,Medical Coding,Patient Care,71,84.0,83,2023
Israel,Middle East & Africa,Technion,Bachelor,Engineering,2024,76.8,83.2,71300,Manufacturing/Construction,Robotics Engineer,Project Management,SolidWorks,AutoCAD,71,89.0,79,2024
Singapore,Asia-Pacific,NUS,Master,Healthcare & Medicine,2019,88.6,96.2,97100,Healthcare,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,59,20.4,59,2019
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2022,94.0,97.7,56000,Healthcare,Pharmacist,Diagnostics,Patient Care,Medical Coding,59,56.8,76,2022
Germany,Europe,Humboldt University,Bachelor,Natural Sciences,2019,77.1,82.1,52600,Research/Academia,Biologist,Laboratory Skills,Scientific Writing,Statistical Analysis,79,18.6,76,2019
UAE,Middle East & Africa,Khalifa University,Master,Computer Science,2017,91.9,98.1,74600,Technology,Data Scientist,Cloud Computing,DevOps,Cybersecurity,63,8.7,44,2017
Brazil,Latin America,University of São Paulo,Master,Data Science & AI,2015,94.5,98.5,33300,Technology/Consulting,AI Consultant,Data Visualization,Machine Learning,NLP,85,5.0,48,2015
Netherlands,Europe,TU Delft,Master,Engineering,2015,86.5,94.9,61600,Manufacturing/Construction,Electrical Engineer,MATLAB,AutoCAD,Lean Six Sigma,45,15.4,69,2015
Germany,Europe,TU Munich,Master,Natural Sciences,2022,85.7,92.0,67400,Research/Academia,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,48,74.8,90,2022
UAE,Middle East & Africa,Khalifa University,Bachelor,Data Science & AI,2018,92.0,98.0,63300,Technology/Consulting,Machine Learning Engineer,Deep Learning,Big Data,Data Visualization,78,7.2,59,2018
India,Asia-Pacific,IIT Delhi,Bachelor,Computer Science,2018,95.9,100.0,21500,Technology,Cybersecurity Analyst,DevOps,React,Cybersecurity,72,13.9,40,2018
USA,North America,UC Berkeley,PhD,Healthcare & Medicine,2015,84.3,88.6,115700,Healthcare,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,38,5.0,87,2015
Brazil,Latin America,University of São Paulo,Bachelor,Healthcare & Medicine,2021,91.7,96.6,26400,Healthcare,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,66,50.8,50,2021
USA,North America,UC Berkeley,Master,Computer Science,2025,88.8,90.7,115900,Technology,Software Engineer,DevOps,Cloud Computing,React,85,90.0,82,2025
China,Asia-Pacific,Peking University,Bachelor,Social Sciences,2025,78.3,82.6,29700,Government/NGO,Economist,Public Policy,Communication,Qualitative Research,90,90.0,76,2025
Canada,North America,UBC,Master,Natural Sciences,2025,82.4,86.9,79800,Research/Academia,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,68,89.3,69,2025
Germany,Europe,TU Munich,PhD,Natural Sciences,2022,83.3,89.7,91000,Research/Academia,Physicist,Laboratory Skills,Statistical Analysis,Experimental Design,63,60.8,40,2022
UK,Europe,Imperial College London,Master,Healthcare & Medicine,2021,93.0,100.0,86700,Healthcare,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,33,70.9,67,2021
Japan,Asia-Pacific,University of Tokyo,PhD,Data Science & AI,2019,87.8,94.0,95700,Technology/Consulting,NLP Specialist,Machine Learning,R,Data Visualization,67,6.9,98,2019
Mexico,Latin America,UNAM,Bachelor,Business & Finance,2022,81.1,87.8,22400,Finance/Consulting,Marketing Manager,Excel,Market Research,Financial Modeling,68,61.5,75,2022
Canada,North America,UBC,Bachelor,Healthcare & Medicine,2019,89.7,95.1,77800,Healthcare,Public Health Specialist,Medical Coding,Clinical Research,Diagnostics,68,15.5,87,2019
Japan,Asia-Pacific,Kyoto University,PhD,Social Sciences,2021,77.3,85.6,65700,Government/NGO,Sociologist,Qualitative Research,Communication,Data Analysis,50,53.0,58,2021
Brazil,Latin America,University of São Paulo,PhD,Business & Finance,2019,84.6,90.3,39500,Finance/Consulting,Marketing Manager,Financial Modeling,Market Research,Excel,62,18.1,76,2019
Australia,Asia-Pacific,ANU,PhD,Engineering,2015,87.8,95.2,85900,Manufacturing/Construction,Civil Engineer,Project Management,SolidWorks,AutoCAD,37,13.0,80,2015
USA,North America,Harvard,Master,Business & Finance,2024,88.1,92.8,101700,Finance/Consulting,Marketing Manager,Financial Modeling,Strategic Planning,Excel,69,78.3,70,2024
Japan,Asia-Pacific,Kyoto University,Bachelor,Healthcare & Medicine,2017,82.8,91.0,45600,Healthcare,Public Health Specialist,Medical Coding,Patient Care,Diagnostics,45,5.0,40,2017
UK,Europe,Oxford,PhD,Engineering,2022,76.4,84.7,92000,Manufacturing/Construction,Mechanical Engineer,Lean Six Sigma,SolidWorks,MATLAB,74,53.1,100,2022
Japan,Asia-Pacific,Kyoto University,Bachelor,Healthcare & Medicine,2019,88.4,88.4,59100,Healthcare,Biomedical Researcher,Diagnostics,Clinical Research,Medical Coding,80,5.0,45,2019
Canada,North America,University of Toronto,PhD,Business & Finance,2016,95.2,100.0,93700,Finance/Consulting,Investment Banker,Excel,Market Research,Data Analysis,57,13.0,82,2016
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Social Sciences,2025,81.4,86.6,28900,Government/NGO,Policy Analyst,Qualitative Research,Data Analysis,Public Policy,69,82.5,65,2025
Germany,Europe,TU Munich,Master,Computer Science,2020,90.8,93.8,72800,Technology,Cybersecurity Analyst,Cybersecurity,SQL,Cloud Computing,68,41.8,90,2020
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Data Science & AI,2021,82.1,85.2,68600,Technology/Consulting,NLP Specialist,NLP,Data Visualization,Big Data,91,40.2,66,2021
UAE,Middle East & Africa,Khalifa University,Master,Social Sciences,2016,76.4,81.6,53900,Government/NGO,Economist,Data Analysis,Qualitative Research,Communication,38,7.0,74,2016
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Healthcare & Medicine,2015,93.5,98.4,56500,Healthcare,Public Health Specialist,Clinical Research,Medical Coding,Diagnostics,55,11.1,90,2015
Germany,Europe,Heidelberg University,PhD,Engineering,2020,80.9,86.1,96000,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,MATLAB,AutoCAD,65,40.5,70,2020
Sweden,Europe,Karolinska Institute,Bachelor,Social Sciences,2019,76.7,78.9,38600,Government/NGO,Economist,Public Policy,Communication,Data Analysis,75,5.0,59,2019
Sweden,Europe,Karolinska Institute,PhD,Computer Science,2015,97.5,100.0,80900,Technology,AI Researcher,Python,SQL,Cybersecurity,82,6.6,74,2015
Switzerland,Europe,EPFL,PhD,Social Sciences,2015,93.7,96.4,85600,Government/NGO,Sociologist,Data Analysis,Communication,Qualitative Research,53,13.2,76,2015
Brazil,Latin America,University of São Paulo,Master,Business & Finance,2016,80.6,85.7,27600,Finance/Consulting,Marketing Manager,Financial Modeling,Strategic Planning,Data Analysis,50,14.8,100,2016
Mexico,Latin America,UNAM,Master,Healthcare & Medicine,2017,84.4,89.2,24600,Healthcare,Public Health Specialist,Medical Coding,Diagnostics,Patient Care,79,6.0,94,2017
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2016,90.2,96.4,48000,Healthcare,Medical Doctor,Medical Coding,Clinical Research,Patient Care,68,8.1,66,2016
South Korea,Asia-Pacific,Seoul National University,Bachelor,Computer Science,2015,84.9,88.6,40000,Technology,Cybersecurity Analyst,Cloud Computing,DevOps,Cybersecurity,57,10.2,58,2015
Germany,Europe,Heidelberg University,PhD,Social Sciences,2020,75.2,80.9,74900,Government/NGO,Human Resources Specialist,Qualitative Research,Public Policy,Data Analysis,68,20.1,75,2020
Mexico,Latin America,UNAM,Bachelor,Computer Science,2021,84.0,92.3,29800,Technology,Data Scientist,Cybersecurity,DevOps,Java,86,42.9,69,2021
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Data Science & AI,2022,90.4,96.5,38000,Technology/Consulting,Machine Learning Engineer,Big Data,Data Visualization,R,74,61.7,48,2022
Canada,North America,University of Toronto,Master,Social Sciences,2020,76.7,80.3,57000,Government/NGO,Human Resources Specialist,Data Analysis,Qualitative Research,Public Policy,72,50.9,79,2020
USA,North America,Harvard,PhD,Data Science & AI,2016,91.4,98.8,112400,Technology/Consulting,AI Consultant,Data Visualization,Big Data,NLP,73,21.6,75,2016
UAE,Middle East & Africa,Khalifa University,Bachelor,Business & Finance,2020,78.5,83.7,63300,Finance/Consulting,Financial Analyst,Excel,Market Research,Financial Modeling,58,47.1,84,2020
Israel,Middle East & Africa,Technion,Bachelor,Computer Science,2017,83.3,84.7,59100,Technology,Cloud Architect,React,Cloud Computing,DevOps,79,5.0,40,2017
Brazil,Latin America,University of São Paulo,Master,Healthcare & Medicine,2020,99.0,100.0,36800,Healthcare,Public Health Specialist,Patient Care,Diagnostics,Medical Coding,68,40.8,68,2020
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Natural Sciences,2015,79.8,85.3,63400,Research/Academia,Environmental Scientist,Scientific Writing,Statistical Analysis,Laboratory Skills,53,6.7,84,2015
South Africa,Middle East & Africa,University of Cape Town,PhD,Business & Finance,2019,79.2,85.3,44700,Finance/Consulting,Investment Banker,Market Research,Strategic Planning,Excel,49,10.1,69,2019
Israel,Middle East & Africa,Technion,PhD,Social Sciences,2024,85.4,90.3,93300,Government/NGO,Policy Analyst,Data Analysis,Public Policy,Communication,76,90.0,78,2024
UAE,Middle East & Africa,Khalifa University,Bachelor,Business & Finance,2020,73.4,76.3,62400,Finance/Consulting,Financial Analyst,Data Analysis,Strategic Planning,Market Research,56,33.9,67,2020
Argentina,Latin America,University of Buenos Aires,PhD,Social Sciences,2015,85.6,90.5,19000,Government/NGO,Sociologist,Qualitative Research,Communication,Public Policy,54,10.3,40,2015
Argentina,Latin America,University of Buenos Aires,Master,Engineering,2022,80.5,83.1,18600,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,MATLAB,SolidWorks,69,75.3,88,2022
Australia,Asia-Pacific,University of Sydney,Bachelor,Engineering,2019,87.5,92.8,60200,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,MATLAB,AutoCAD,54,6.9,65,2019
Singapore,Asia-Pacific,NUS,PhD,Social Sciences,2022,83.9,89.2,85500,Government/NGO,Sociologist,Communication,Qualitative Research,Data Analysis,64,64.4,87,2022
China,Asia-Pacific,Fudan University,PhD,Healthcare & Medicine,2021,85.6,85.6,70400,Healthcare,Public Health Specialist,Diagnostics,Patient Care,Clinical Research,71,36.3,66,2021
Canada,North America,UBC,Bachelor,Data Science & AI,2022,81.0,87.1,68900,Technology/Consulting,Data Analyst,NLP,R,Data Visualization,91,54.2,40,2022
Switzerland,Europe,EPFL,PhD,Social Sciences,2019,85.0,87.0,98300,Government/NGO,Economist,Qualitative Research,Public Policy,Communication,59,9.9,78,2019
USA,North America,Stanford,Bachelor,Computer Science,2021,85.1,92.5,79400,Technology,Software Engineer,Cloud Computing,React,DevOps,80,49.7,56,2021
UK,Europe,Cambridge,Master,Social Sciences,2022,76.8,81.5,55300,Government/NGO,Sociologist,Data Analysis,Communication,Public Policy,81,46.3,45,2022
Japan,Asia-Pacific,University of Tokyo,Bachelor,Social Sciences,2024,79.0,82.6,50100,Government/NGO,Economist,Qualitative Research,Communication,Public Policy,78,73.9,97,2024
Brazil,Latin America,University of São Paulo,Master,Natural Sciences,2022,78.8,88.1,31500,Research/Academia,Physicist,Statistical Analysis,Scientific Writing,Experimental Design,57,67.4,74,2022
Canada,North America,UBC,PhD,Computer Science,2020,99.0,100.0,110600,Technology,Cloud Architect,Cloud Computing,DevOps,Cybersecurity,72,44.6,59,2020
Brazil,Latin America,University of São Paulo,Master,Engineering,2016,81.9,86.2,37300,Manufacturing/Construction,Robotics Engineer,MATLAB,Project Management,Lean Six Sigma,53,5.0,55,2016
Singapore,Asia-Pacific,NUS,Bachelor,Social Sciences,2020,76.7,79.6,57500,Government/NGO,Economist,Communication,Data Analysis,Public Policy,65,51.9,80,2020
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Data Science & AI,2016,89.2,91.4,111000,Technology/Consulting,Data Analyst,Data Visualization,Machine Learning,Deep Learning,87,8.4,66,2016
Mexico,Latin America,UNAM,Bachelor,Data Science & AI,2021,92.8,98.7,32300,Technology/Consulting,AI Consultant,Deep Learning,Data Visualization,R,100,43.6,83,2021
Australia,Asia-Pacific,ANU,PhD,Computer Science,2019,94.3,100.0,107300,Technology,Software Engineer,React,Cloud Computing,Java,83,12.7,86,2019
Canada,North America,McGill University,Bachelor,Business & Finance,2025,75.8,78.7,70400,Finance/Consulting,Investment Banker,Market Research,Excel,Data Analysis,50,90.0,53,2025
Japan,Asia-Pacific,University of Tokyo,Bachelor,Engineering,2022,78.6,84.2,51000,Manufacturing/Construction,Electrical Engineer,Project Management,SolidWorks,MATLAB,72,68.6,61,2022
Argentina,Latin America,University of Buenos Aires,PhD,Natural Sciences,2025,84.4,88.9,27300,Research/Academia,Environmental Scientist,Statistical Analysis,Laboratory Skills,Scientific Writing,86,90.0,81,2025
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,2015,98.9,100.0,45600,Technology,Data Scientist,SQL,Cybersecurity,React,57,12.0,60,2015
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Natural Sciences,2023,84.2,91.7,59400,Research/Academia,Environmental Scientist,Experimental Design,Laboratory Skills,Scientific Writing,66,73.1,95,2023
Canada,North America,University of Toronto,Master,Engineering,2023,94.3,100.0,82600,Manufacturing/Construction,Mechanical Engineer,SolidWorks,Lean Six Sigma,MATLAB,48,77.5,75,2023
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Computer Science,2021,96.4,100.0,119900,Technology,Cloud Architect,Cloud Computing,Python,Java,69,47.9,57,2021
USA,North America,UC Berkeley,Master,Social Sciences,2016,84.2,92.5,57300,Government/NGO,Policy Analyst,Public Policy,Data Analysis,Qualitative Research,55,5.0,76,2016
South Korea,Asia-Pacific,Seoul National University,Bachelor,Natural Sciences,2025,77.0,81.7,51600,Research/Academia,Environmental Scientist,Experimental Design,Statistical Analysis,Scientific Writing,70,82.2,79,2025
Mexico,Latin America,UNAM,PhD,Social Sciences,2023,85.1,88.3,27800,Government/NGO,Policy Analyst,Qualitative Research,Communication,Data Analysis,61,77.2,64,2023
Switzerland,Europe,EPFL,PhD,Engineering,2018,81.0,86.5,135600,Manufacturing/Construction,Robotics Engineer,AutoCAD,Lean Six Sigma,Project Management,65,5.0,43,2018
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Engineering,2022,86.3,90.2,59300,Manufacturing/Construction,Civil Engineer,MATLAB,Project Management,SolidWorks,89,54.4,72,2022
USA,North America,UC Berkeley,PhD,Natural Sciences,2015,93.0,100.0,91300,Research/Academia,Physicist,Statistical Analysis,Laboratory Skills,Scientific Writing,62,15.1,78,2015
UAE,Middle East & Africa,Khalifa University,PhD,Social Sciences,2015,80.2,83.6,67500,Government/NGO,Human Resources Specialist,Qualitative Research,Communication,Public Policy,49,9.1,63,2015
Brazil,Latin America,University of São Paulo,Bachelor,Engineering,2023,84.8,90.0,30300,Manufacturing/Construction,Electrical Engineer,MATLAB,Project Management,Lean Six Sigma,80,58.6,67,2023
South Africa,Middle East & Africa,University of Cape Town,Master,Engineering,2025,71.9,76.8,37100,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,Project Management,SolidWorks,68,90.0,79,2025
China,Asia-Pacific,Fudan University,PhD,Social Sciences,2017,92.3,99.7,34600,Government/NGO,Policy Analyst,Data Analysis,Communication,Qualitative Research,59,8.9,55,2017
